"Sample","est","se"
"Long-term_2019_119_1",-1.52896528098652,0.277783922430659
"Long-term_2019_13_1",0.542335926443339,0.438783717696497
"Long-term_2019_19_1",-0.0962142405565827,0.294448639522153
"Long-term_2019_191_1",0.991207595715644,0.403770340380556
"Long-term_2019_209R_1",-0.420251663094386,0.32137273403069
"Long-term_2019_21_1",0.642093089085091,0.37048248763825
"Long-term_2019_222_1",-0.2552300311625,0.321720671281643
"Long-term_2019_252_1",-0.357966421837918,0.268123292391531
"Long-term_2019_265_1",-0.259427893600737,0.19156759546974
"Long-term_2019_281_1",0.149436157643795,0.32339231994079
"Long-term_2019_29_1",-0.461741091421354,0.253332226295039
"Long-term_2019_3_1",-0.587814857034887,0.27387086421616
"Long-term_2019_305R_1",-0.352526998586727,0.252336111153371
"Long-term_2019_34_1",-0.220467017143965,0.262359319551941
"Long-term_2019_38_1",0.0308993695210665,0.299054638000303
"Long-term_2019_4_1",0.275748316535699,0.285328159201846
"Long-term_2019_40_1",1.05808772474039,0.368721869708458
"Long-term_2019_40005_1",0.389872609161845,0.41659229497449
"Long-term_2019_40006_1",-0.515632245540619,0.435767913688183
"Long-term_2019_40007_1",1.37153403427525,0.36812839800529
"Long-term_2019_40008_1",-0.286714109913337,0.199695865060084
"Long-term_2019_40009_1",0.389632723562172,0.365881212326284
"Long-term_2019_40010_1",0.922252017401192,0.386045221739005
"Long-term_2019_40011_1",-0.0943813107893491,0.278161099174199
"Long-term_2019_40012_1",0.998720833270348,0.422987107967887
"Long-term_2019_40013_1",0.010146176306298,0.351551681226672
"Long-term_2019_40015_1",-0.0628506240597924,0.288032211066479
"Long-term_2019_40016_1",-0.52883164441504,0.262891599887388
"Long-term_2019_40017_1",-2.04342841213346,0.349062976806331
"Long-term_2019_40020_1",2.6070824033318,0.363456134878683
"Long-term_2019_40021_1",0.258419200523272,0.304397153706212
"Long-term_2019_40022_1",-0.334633586741074,0.199114696455394
"Long-term_2019_40025_1",0.0996824094915519,0.21215569308292
"Long-term_2019_40026_1",-1.02752029305657,0.201890950153257
"Long-term_2019_40027_1",-0.187911941378434,0.420051084677103
"Long-term_2019_40028_1",-0.548076982477412,0.240600052673512
"Long-term_2019_40029_1",0.621733776871551,0.31155295946765
"Long-term_2019_40030_1",-0.500386095652947,0.203604472197481
"Long-term_2019_40032_1",-0.713513256054283,0.309002454519437
"Long-term_2019_40034_1",-1.27796831139882,0.368379655507975
"Long-term_2019_40036_1",0.423596761244097,0.361571925017132
"Long-term_2019_40037_1",0.344449520098278,0.267394950182029
"Long-term_2019_40038_1",0.297799701489912,0.250730593093613
"Long-term_2019_44_1",-0.451416873351154,0.360955212800786
"Long-term_2019_49_1",-0.598036513307372,0.198378201418137
"Long-term_2019_52_1",-0.0381079301872594,0.404454206219488
"Long-term_2019_BLL009_1",1.13176394492178,0.374901043519669
"Long-term_2019_HCB003_1",0.354856343928841,0.319338375003536
