"Sample","est","se"
"Long-term_2017_119_1",-1.61005445970992,0.203951753821524
"Long-term_2017_13_1",0.163905828340322,0.41732507431681
"Long-term_2017_19_1",0.0892442689847667,0.204262375607691
"Long-term_2017_191_1",0.407102842302593,0.247315130733847
"Long-term_2017_209R_1",-1.18238314741135,0.222794028374169
"Long-term_2017_21_1",0.683702469172726,0.317121303549462
"Long-term_2017_222_1",-0.268346328285076,0.174997806273644
"Long-term_2017_252_1",-0.332452316786126,0.167424810877594
"Long-term_2017_265_1",-0.409503215353107,0.130896698858151
"Long-term_2017_281_1",-0.0782882110588252,0.152427521667079
"Long-term_2017_29_1",-0.041634269580245,0.208221072395245
"Long-term_2017_3_1",-0.637783349555821,0.156074331415308
"Long-term_2017_305R_1",-0.4241265808355,0.147992326753164
"Long-term_2017_34_1",-0.399492650868871,0.171220941132233
"Long-term_2017_38_1",-0.172192878794779,0.140898159886766
"Long-term_2017_4_1",-0.480618849550083,0.182863537242955
"Long-term_2017_40_1",1.29447331229132,0.366598232078657
"Long-term_2017_40005_1",-0.693760666482884,0.294347626520599
"Long-term_2017_40005_2",0.0563133325124358,0.320353762134936
"Long-term_2017_40005_3",-0.348966149644038,0.274302163553925
"Long-term_2017_40006_1",0.908109634000452,0.351417218230372
"Long-term_2017_40006_2",0.85655138283153,0.3536105288519
"Long-term_2017_40006_3",2.30344521253792,0.418217587118183
"Long-term_2017_40007_1",1.46065318968185,0.326581301629269
"Long-term_2017_40007_2",1.79239302499691,0.324986462563614
"Long-term_2017_40007_3",1.66038050892812,0.373879553999492
"Long-term_2017_40008_1",-0.370096417978493,0.147948965837536
"Long-term_2017_40008_2",-0.317302227318087,0.143310166567046
"Long-term_2017_40008_3",-0.376988079892608,0.139054140726522
"Long-term_2017_40009_1",0.745513115680433,0.428200196350987
"Long-term_2017_40009_2",-0.835223083110759,0.29639104192805
"Long-term_2017_40009_3",0.170100540184468,0.36350372760531
"Long-term_2017_40010_1",-0.176625566650182,0.23475077080884
"Long-term_2017_40010_2",0.623168337421718,0.310314246198564
"Long-term_2017_40010_3",-0.101988786102811,0.169459355788424
"Long-term_2017_40011_1",-0.552632123737494,0.191068205163452
"Long-term_2017_40011_2",-0.527081808752373,0.149576801572576
"Long-term_2017_40011_3",-0.358413839725126,0.188280498520692
"Long-term_2017_40012_1",1.97037723284541,0.398261195790921
"Long-term_2017_40012_2",1.17702519358102,0.390323501759063
"Long-term_2017_40012_3",-0.137086800076601,0.360687641434563
"Long-term_2017_40013_1",-0.0466555313993005,0.304944806296695
"Long-term_2017_40013_2",-0.265133271161467,0.264555420632128
"Long-term_2017_40013_3",0.0375553383131041,0.324034775125138
"Long-term_2017_40015_1",-0.213907795707526,0.152856747721444
"Long-term_2017_40015_2",-0.163627274312312,0.196661477786138
"Long-term_2017_40015_3",-0.203528646938503,0.164432766275528
"Long-term_2017_40016_1",-0.475120228748382,0.169340755233149
"Long-term_2017_40016_2",-0.441618127928896,0.158505074221303
"Long-term_2017_40016_3",-0.411147321989411,0.181321304768697
"Long-term_2017_40017_1",-1.23041631280833,0.261676404823071
"Long-term_2017_40017_2",-2.81348836764521,0.262300034358153
"Long-term_2017_40017_3",-3.03536013601049,0.255328564306316
"Long-term_2017_40018_1",-0.269751957096578,0.136678632434276
"Long-term_2017_40018_2",-0.337044894582037,0.132329113335039
"Long-term_2017_40018_3",-0.182828972381874,0.145898200220148
"Long-term_2017_40019_1",3.52327362782398,0.341990674643783
"Long-term_2017_40019_2",2.54460979504214,0.335644624498901
"Long-term_2017_40019_3",3.448205305225,0.355748060600892
"Long-term_2017_40020_1",2.55412417233463,0.381328142182413
"Long-term_2017_40020_2",2.72208868583865,0.379060862799585
"Long-term_2017_40020_3",1.9710182565805,0.335749682126733
"Long-term_2017_40021_1",-0.193929661138918,0.169650228451512
"Long-term_2017_40021_2",-0.220064952750327,0.167628109062292
"Long-term_2017_40021_3",-0.291288700664736,0.15807054488464
"Long-term_2017_40022_1",-0.462578950590885,0.157026037436688
"Long-term_2017_40022_2",-0.447630206159738,0.163440809448409
"Long-term_2017_40022_3",-0.387026955360488,0.191178085986388
"Long-term_2017_40025_3",-0.0337879840458165,0.291051232472329
"Long-term_2017_40026_1",-0.554758959871196,0.170797672081316
