"Sample","est","se"
"Long-term_2017_40033_3",-0.752672296416806,0.296812492462298
"Long-term_2017_40034_1",-1.57888273580002,0.32792730173715
"Long-term_2017_40034_2",-1.57283766087373,0.34676253387592
"Long-term_2017_40034_3",-1.29326115506927,0.336391080144804
"Long-term_2017_40036_1",0.621083880483639,0.319170354766083
"Long-term_2017_40036_2",0.594065259304153,0.270056966405653
"Long-term_2017_40036_3",1.24336193153605,0.308464353156379
"Long-term_2017_40037_1",-0.415480913889714,0.193978363582596
"Long-term_2017_40037_2",-0.0409147987235337,0.215578041599497
"Long-term_2017_40037_3",-0.254349760301338,0.182253820006357
"Long-term_2017_44_1",-0.52455037526699,0.332569981137381
"Long-term_2017_49_1",-0.634301103284469,0.195654925210054
"Long-term_2017_52_1",0.78135296506061,0.43224716960929
"Long-term_2017_BLL009_1",0.32087186508008,0.362611975026212
"Long-term_2017_HCB003_1",-0.000950036959256978,0.229710366696573
"Long-term_2018_119_1",-2.3777686949701,0.284521708761127
"Long-term_2018_13_1",0.0693560215830803,0.346077232114483
"Long-term_2018_19_1",-0.728958557809813,0.236510234247701
"Long-term_2018_191_1",0.217805561946589,0.332527083428125
"Long-term_2018_209R_1",-1.67546449011118,0.29979880847864
"Long-term_2018_21_1",0.565558483670391,0.313892387454836
"Long-term_2018_222_1",1.23638032044697,0.360026804295347
"Long-term_2018_252_1",-0.59197770260179,0.222211454728356
"Long-term_2018_265_1",-0.216817455509799,0.217219485216315
"Long-term_2018_281_1",0.594360598920239,0.354207573547575
"Long-term_2018_29_1",-0.106387387178256,0.248815636737262
"Long-term_2018_3_1",-1.01759716167209,0.233229670273916
"Long-term_2018_305R_1",-0.271835096657748,0.250831112445346
"Long-term_2018_34_1",-0.38936981075658,0.276092445953292
"Long-term_2018_38_1",0.276843432662696,0.279429283126574
"Long-term_2018_4_1",0.476795421602128,0.300192983460696
"Long-term_2018_40_1",1.29893068847179,0.35946895639659
"Long-term_2018_40005_1",0.555825926420849,0.359533333397393
"Long-term_2018_40006_1",1.54129615756355,0.330852329630895
"Long-term_2018_40007_1",0.832639319995153,0.332062656600326
"Long-term_2018_40008_1",-0.374946839371081,0.200796141356983
"Long-term_2018_40009_1",0.328424451603896,0.378651245760387
"Long-term_2018_40010_1",0.0616275985690299,0.266655229249112
"Long-term_2018_40011_1",-0.0325183557928546,0.338933772451963
"Long-term_2018_40012_1",0.513368590298046,0.390431910559918
"Long-term_2018_40013_1",-0.27612999022007,0.341875391122896
"Long-term_2018_40015_1",0.0181213887222111,0.275881274928914
