"names","est","se"
"Long-term_2017_44_1",-0.667617325612809,0.3198357219315
"Long-term_2017_49_1",-0.698429964827304,0.204585292771679
"Long-term_2017_52_1",0.727333097472839,0.407798608260034
"Long-term_2017_BLL009_1",0.568038325228242,0.368295142365927
"Long-term_2017_HCB003_1",-0.00926528982818127,0.222614486007587
"Long-term_2018_119_1",-1.77584334206371,0.232941463884947
"Long-term_2018_13_1",0.0768234300613403,0.32844181691801
"Long-term_2018_19_1",-0.445372009874554,0.221208304972251
"Long-term_2018_191_1",0.671254206508093,0.316645617540167
"Long-term_2018_209R_1",-1.39314672196577,0.273528996298021
"Long-term_2018_21_1",0.905203614019624,0.303692384530728
"Long-term_2018_222_1",0.795301255982194,0.319379989949115
"Long-term_2018_252_1",-0.66263485171809,0.211816710900952
"Long-term_2018_265_1",-0.341278692003545,0.182769802647975
"Long-term_2018_281_1",0.56126239060497,0.335842664371457
"Long-term_2018_29_1",-0.112909757521529,0.218586956112769
"Long-term_2018_3_1",-0.502164672188883,0.215232302218604
"Long-term_2018_305R_1",-0.235246255642154,0.241540605536557
"Long-term_2018_34_1",-0.357456620598104,0.276460159949352
"Long-term_2018_38_1",0.172610955834389,0.258749768952334
"Long-term_2018_4_1",0.545004724262388,0.274728754517078
"Long-term_2018_40_1",1.60285640141643,0.337699284518635
"Long-term_2018_40005_1",0.898175430571251,0.346203000478815
"Long-term_2018_40006_1",1.39707688532911,0.336097411321782
"Long-term_2018_40007_1",1.13416681007233,0.320718112457338
"Long-term_2018_40008_1",-0.264993504144732,0.212776881798136
"Long-term_2018_40009_1",0.0808384326193482,0.332343526773472
"Long-term_2018_40010_1",0.286847451947433,0.248472272304746
"Long-term_2018_40011_1",0.086929048000602,0.298327815994943
"Long-term_2018_40012_1",0.566308831987045,0.389190189985942
"Long-term_2018_40013_1",-0.0624019192205742,0.304331323660932
"Long-term_2018_40015_1",0.119826224407234,0.248121637047732
"Long-term_2018_40016_1",-0.644998815052682,0.206450976281281
"Long-term_2018_40017_1",-2.04383143243742,0.253918168615854
"Long-term_2018_40018_1",-0.603034189646673,0.183823017820806
"Long-term_2018_40019_1",3.37563365373082,0.317703442226154
"Long-term_2018_40020_1",2.05847493362686,0.324432905957249
"Long-term_2018_40021_1",0.548540055822176,0.281972639511752
"Long-term_2018_40022_1",-0.662377232015872,0.178947372598247
"Long-term_2018_40025_1",0.00807769177481532,0.214488712845487
"Long-term_2018_40026_1",-0.850068697667207,0.173760942761673
"Long-term_2018_40027_1",-1.18124081053404,0.359263459677912
"Long-term_2018_40028_1",-0.556795053800694,0.19802929570386
"Long-term_2018_40029_1",1.07121268056094,0.278823211442213
"Long-term_2018_40030_1",-0.454581337004142,0.21569700836729
"Long-term_2018_40032_1",-0.516307451361676,0.29549441282116
"Long-term_2018_40034_1",-2.07186328743144,0.348842835787742
"Long-term_2018_40036_1",1.02765058576163,0.290779254903056
"Long-term_2018_40037_1",-0.361836735522375,0.214973613254392
"Long-term_2018_40038_1",0.120931067847177,0.264428009920667
"Long-term_2018_44_1",0.144072754271328,0.350175651579636
"Long-term_2018_49_1",-0.422203461680725,0.238972751995802
"Long-term_2018_52_1",-0.172397232395961,0.445304489957738
"Long-term_2018_BLL009_1",0.708189688403412,0.391311004432704
"Long-term_2018_HCB003_1",-0.13171810063112,0.212656853048858
